Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63856561690019;63856561690079;0;1;9bc69d3da4
2;63856561709162;63856561709162;1;2;9bc69d3da4
3;63856561742090;63856561742138;1;3;9bc69d3da4
4;63856561828113;63856561828217;2;1;9bc69d3da4
5;63856561831736;63856561831873;2;2;9bc69d3da4
6;63856561834091;63856561834103;2;3;9bc69d3da4
7;63856561889655;63856561889753;3;3;9bc69d3da4
8;63856562060704;63856562060778;5;1;9bc69d3da4
9;63856562060939;63856562062111;5;2;9bc69d3da4
10;63856562063313;63856562063339;5;3;9bc69d3da4
11;63856562080438;63856562080491;5;4;9bc69d3da4
12;63856562171779;63856562172334;6;1;9bc69d3da4
13;63856562173024;63856562173075;6;2;9bc69d3da4
14;63856562293033;63856562293070;7;1;9bc69d3da4
15;63856562315596;63856562315633;7;2;9bc69d3da4
16;63856562331170;63856562331247;-7;3;9bc69d3da4
17;63856562381122;63856562381656;8;2;9bc69d3da4
18;63856562381744;63856562382016;8;3;9bc69d3da4
19;63856562382040;63856562382338;8;4;9bc69d3da4
20;63856562421985;63856562422043;8;4;9bc69d3da4
21;63856562422585;63856562422691;8;5;9bc69d3da4
22;63856562465133;63856562465329;-8;3;9bc69d3da4
23;63856562466831;63856562466878;-8;4;9bc69d3da4
24;63856562467483;63856562467506;-8;5;9bc69d3da4
25;63856562474555;63856562474600;-8;6;9bc69d3da4
26;63856562476723;63856562476734;-8;7;9bc69d3da4
27;63856562476757;63856562476834;-8;8;9bc69d3da4
