Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63857427034305;63857427034379;0;1;ed0fe57727
2;63857427172036;63857427172048;2;1;ed0fe57727
3;63857427211736;63857427211763;2;2;ed0fe57727
4;63857427213759;63857427213784;2;3;ed0fe57727
5;63857427385400;63857427385413;5;1;ed0fe57727
6;63857427392822;63857427392933;5;2;ed0fe57727
7;63857427498808;63857427498888;6;1;ed0fe57727
