Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63856571073982;63856571074043;0;1;e706b5f36e
2;63856571122712;63856571122761;1;2;e706b5f36e
3;63856571123659;63856571123716;1;3;e706b5f36e
4;63856571158554;63856571158595;1;3;e706b5f36e
5;63856571162309;63856571162369;1;4;e706b5f36e
6;63856571162650;63856571162708;1;5;e706b5f36e
7;63856571178508;63856571178544;1;6;e706b5f36e
8;63856571246008;63856571246550;2;1;e706b5f36e
9;63856571573367;63856571573580;5;1;e706b5f36e
10;63856571627572;63856571627652;6;2;e706b5f36e
11;63856571628379;63856571628448;6;3;e706b5f36e
12;63856571691890;63856571691997;7;1;e706b5f36e
