Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63857168948709;63857168948752;0;1;192cedabcf
2;63857168995404;63857168995428;1;2;192cedabcf
3;63857169000763;63857169000998;1;3;192cedabcf
4;63857169013668;63857169013694;1;3;192cedabcf
5;63857169015254;63857169015280;1;4;192cedabcf
6;63857169025857;63857169025882;1;5;192cedabcf
7;63857169032064;63857169032123;1;6;192cedabcf
8;63857169056960;63857169057027;1;6;192cedabcf
9;63857169057268;63857169057361;1;7;192cedabcf
10;63857169059700;63857169059780;-1;8;192cedabcf
11;63857169069612;63857169069649;-1;8;192cedabcf
12;63857169078249;63857169078285;2;7;192cedabcf
13;63857169087559;63857169087629;2;7;192cedabcf
14;63857169088375;63857169088412;2;8;192cedabcf
15;63857169098607;63857169098635;2;8;192cedabcf
16;63857169107293;63857169107346;2;9;192cedabcf
17;63857169107900;63857169108132;2;10;192cedabcf
18;63857169110940;63857169111021;2;11;192cedabcf
19;63857169136505;63857169136518;2;8;192cedabcf
20;63857169145050;63857169145122;2;8;192cedabcf
21;63857169145221;63857169145306;2;9;192cedabcf
22;63857169153395;63857169153436;2;8;192cedabcf
23;63857169168859;63857169168954;2;6;192cedabcf
24;63857169208644;63857169208685;-2;3;192cedabcf
25;63857169258088;63857169258237;3;2;192cedabcf
26;63857169272095;63857169272145;3;2;192cedabcf
27;63857169273763;63857169273840;3;3;192cedabcf
28;63857169282484;63857169282630;3;4;192cedabcf
29;63857169282726;63857169282776;3;5;192cedabcf
30;63857169282899;63857169282959;3;6;192cedabcf
31;63857169284608;63857169284768;3;7;192cedabcf
32;63857169316760;63857169316800;4;8;192cedabcf
33;63857169316939;63857169317050;4;9;192cedabcf
34;63857169317105;63857169317217;4;10;192cedabcf
35;63857169317286;63857169317372;4;11;192cedabcf
36;63857169317510;63857169317581;4;12;192cedabcf
37;63857169318546;63857169318588;4;12;192cedabcf
38;63857169341000;63857169341065;4;11;192cedabcf
39;63857169407657;63857169407788;5;1;192cedabcf
40;63857169459437;63857169459476;6;2;192cedabcf
41;63857169467860;63857169467911;6;2;192cedabcf
42;63857169490538;63857169490762;6;3;192cedabcf
43;63857169490824;63857169490885;6;4;192cedabcf
44;63857169498181;63857169498238;6;5;192cedabcf
45;63857169498409;63857169498437;6;6;192cedabcf
46;63857169504502;63857169505348;6;7;192cedabcf
47;63857169505424;63857169505501;6;8;192cedabcf
48;63857169508041;63857169508053;6;9;192cedabcf
49;63857169521372;63857169521437;-6;9;192cedabcf
50;63857169530663;63857169530710;7;9;192cedabcf
51;63857169540101;63857169540148;7;10;192cedabcf
52;63857169540240;63857169540252;7;11;192cedabcf
53;63857169540462;63857169540617;7;12;192cedabcf
54;63857169561292;63857169561439;7;9;192cedabcf
55;63857169565938;63857169566012;7;8;192cedabcf
56;63857169566979;63857169567100;7;9;192cedabcf
57;63857169567184;63857169567257;7;10;192cedabcf
58;63857169567316;63857169567389;7;11;192cedabcf
59;63857169580991;63857169581080;7;11;192cedabcf
60;63857169581092;63857169581141;7;12;192cedabcf
61;63857169593967;63857169594297;7;11;192cedabcf
62;63857169603559;63857169603912;7;9;192cedabcf
63;63857169625621;63857169625666;8;9;192cedabcf
64;63857169652668;63857169652768;8;4;192cedabcf
65;63857169668609;63857169668672;8;3;192cedabcf
66;63857169678891;63857169679022;8;4;192cedabcf
67;63857169681103;63857169681151;8;5;192cedabcf
68;63857169682351;63857169682436;8;6;192cedabcf
69;63857169682509;63857169682569;8;7;192cedabcf
70;63857169682656;63857169682715;8;8;192cedabcf
71;63857169683904;63857169683928;8;9;192cedabcf
72;63857169684026;63857169684099;8;10;192cedabcf
73;63857169684183;63857169684244;8;11;192cedabcf
74;63857169708439;63857169708591;8;11;192cedabcf
