Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63856224600441;63856224600557;2;1;495d99c243
2;63856224600645;63856224600710;2;2;495d99c243
3;63856224687904;63856224687930;3;1;495d99c243
4;63856224775248;63856224775307;4;1;495d99c243
5;63856224914753;63856224914843;4;1;495d99c243
6;63856224915761;63856224915812;4;2;495d99c243
7;63856224953911;63856224953960;5;3;495d99c243
8;63856225066441;63856225066511;6;1;495d99c243
9;63856225181044;63856225181068;-6;1;495d99c243
10;63856225292415;63856225292415;7;1;495d99c243
11;63856225393256;63856225393282;8;1;495d99c243
12;63856225401572;63856225401598;8;2;495d99c243
13;63856225403226;63856225403240;8;3;495d99c243
14;63856225420198;63856225420235;8;4;495d99c243
15;63856225440447;63856225440492;8;5;495d99c243
16;63856225442338;63856225442422;8;6;495d99c243
17;63856225482546;63856225482595;8;3;495d99c243
18;63856225501611;63856225501639;8;3;495d99c243
19;63856225523523;63856225523561;8;3;495d99c243
