Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63856829651121;63856829651157;0;1;a453d61137
2;63856829654799;63856829654848;0;2;a453d61137
3;63856829655563;63856829655636;0;3;a453d61137
4;63856829709067;63856829709118;1;4;a453d61137
5;63856829746487;63856829746586;-1;2;a453d61137
6;63856829747148;63856829747210;-1;3;a453d61137
7;63856829747696;63856829747768;-1;4;a453d61137
8;63856829748656;63856829748719;-1;5;a453d61137
9;63856829749572;63856829749621;-1;6;a453d61137
10;63856829749932;63856829749993;-1;7;a453d61137
11;63856829750365;63856829750401;-1;8;a453d61137
12;63856829752118;63856829752155;-1;9;a453d61137
13;63856829753255;63856829753313;-1;10;a453d61137
14;63856829755277;63856829755324;-1;11;a453d61137
15;63856829757535;63856829757573;-1;12;a453d61137
16;63856829765636;63856829765698;-1;13;a453d61137
17;63856829766551;63856829766588;-1;14;a453d61137
18;63856829808929;63856829808987;2;10;a453d61137
19;63856829858353;63856829858426;2;2;a453d61137
20;63856829859518;63856829859541;2;3;a453d61137
21;63856829862041;63856829862101;2;4;a453d61137
22;63856829915348;63856829915407;-3;4;a453d61137
23;63856829917097;63856829917226;-3;5;a453d61137
24;63856829918550;63856829918562;-3;5;a453d61137
25;63856829963320;63856829963399;-4;4;a453d61137
26;63856829964903;63856829965022;-4;5;a453d61137
27;63856829966503;63856829966607;-4;6;a453d61137
28;63856830028028;63856830028076;5;1;a453d61137
29;63856830029419;63856830029456;5;2;a453d61137
30;63856830121516;63856830121583;6;1;a453d61137
31;63856830122113;63856830122191;6;2;a453d61137
32;63856830123529;63856830123595;6;3;a453d61137
33;63856830124336;63856830124394;6;4;a453d61137
34;63856830125113;63856830125194;6;5;a453d61137
35;63856830287444;63856830287502;8;1;a453d61137
36;63856830288936;63856830289021;8;2;a453d61137
37;63856830291080;63856830291173;8;3;a453d61137
38;63856830341631;63856830341691;-8;4;a453d61137
