Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63857597482118;63857597482157;0;1;d268ec78d8
2;63857597482720;63857597482873;0;2;d268ec78d8
3;63857597483050;63857597483141;0;3;d268ec78d8
4;63857597483485;63857597483565;0;4;d268ec78d8
5;63857597491658;63857597491722;0;5;d268ec78d8
6;63857597498620;63857597498717;0;6;d268ec78d8
7;63857597510685;63857597510755;0;7;d268ec78d8
8;63857597510994;63857597511035;0;8;d268ec78d8
9;63857597516841;63857597516946;0;9;d268ec78d8
10;63857597521912;63857597522010;0;10;d268ec78d8
11;63857597525653;63857597525678;0;11;d268ec78d8
12;63857597525691;63857597525731;0;12;d268ec78d8
13;63857597531115;63857597531155;0;13;d268ec78d8
14;63857597533234;63857597533316;0;14;d268ec78d8
15;63857597535738;63857597535775;0;15;d268ec78d8
16;63857597537737;63857597537800;0;16;d268ec78d8
17;63857597543331;63857597543417;0;14;d268ec78d8
18;63857597544025;63857597544093;0;14;d268ec78d8
19;63857597545841;63857597545927;0;15;d268ec78d8
20;63857597552137;63857597552184;0;15;d268ec78d8
21;63857597556461;63857597556508;0;16;d268ec78d8
22;63857597561311;63857597561346;0;16;d268ec78d8
23;63857597565484;63857597565530;0;17;d268ec78d8
24;63857597572264;63857597572312;1;16;d268ec78d8
25;63857597579230;63857597579374;1;16;d268ec78d8
26;63857597582098;63857597582277;1;16;d268ec78d8
27;63857597583199;63857597583432;1;17;d268ec78d8
28;63857597598725;63857597598765;1;12;d268ec78d8
29;63857597606748;63857597606774;1;10;d268ec78d8
30;63857597612152;63857597612181;1;10;d268ec78d8
31;63857597612799;63857597612929;1;11;d268ec78d8
32;63857597614192;63857597614231;1;12;d268ec78d8
33;63857597623029;63857597623139;1;11;d268ec78d8
34;63857597624739;63857597624827;1;12;d268ec78d8
35;63857597625810;63857597625922;1;12;d268ec78d8
36;63857597625922;63857597625936;1;13;d268ec78d8
37;63857597625973;63857597626128;1;14;d268ec78d8
38;63857597634293;63857597634377;1;14;d268ec78d8
39;63857597637252;63857597637292;1;15;d268ec78d8
40;63857597640400;63857597640453;1;15;d268ec78d8
41;63857597643011;63857597643077;1;15;d268ec78d8
42;63857597643336;63857597643410;1;15;d268ec78d8
43;63857597643692;63857597643718;1;16;d268ec78d8
44;63857597647342;63857597647384;1;17;d268ec78d8
45;63857597651707;63857597651786;1;18;d268ec78d8
46;63857597651826;63857597651865;1;19;d268ec78d8
47;63857597664325;63857597664363;-1;19;d268ec78d8
48;63857597687032;63857597687130;2;11;d268ec78d8
49;63857597694469;63857597694524;2;11;d268ec78d8
50;63857597696587;63857597696661;2;12;d268ec78d8
51;63857597700451;63857597700530;2;11;d268ec78d8
52;63857597710060;63857597710232;2;8;d268ec78d8
53;63857597714324;63857597714363;2;7;d268ec78d8
54;63857597716117;63857597716225;2;8;d268ec78d8
55;63857597716504;63857597716517;2;9;d268ec78d8
56;63857597724161;63857597724421;2;10;d268ec78d8
57;63857597724676;63857597724717;2;10;d268ec78d8
58;63857597728835;63857597728941;2;11;d268ec78d8
59;63857597729754;63857597729794;2;12;d268ec78d8
60;63857597739473;63857597739513;2;13;d268ec78d8
61;63857597744772;63857597744828;2;14;d268ec78d8
62;63857597753951;63857597754035;2;14;d268ec78d8
63;63857597760228;63857597760400;-2;13;d268ec78d8
64;63857597761732;63857597761803;-2;13;d268ec78d8
65;63857597795871;63857597795970;3;6;d268ec78d8
66;63857597801100;63857597801170;3;6;d268ec78d8
67;63857597801655;63857597801694;3;7;d268ec78d8
