Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63844046204380;63844046204478;0;1;dd6f89690d
2;63844046261748;63844046261801;0;2;dd6f89690d
3;63844046282127;63844046282172;0;2;dd6f89690d
4;63844046282197;63844046282231;0;3;dd6f89690d
5;63844046284733;63844046284803;0;4;dd6f89690d
6;63844046338137;63844046338204;-1;4;dd6f89690d
7;63844046341443;63844046341523;-1;5;dd6f89690d
8;63844046435089;63844046435161;2;1;dd6f89690d
9;63844046454652;63844046454713;2;2;dd6f89690d
10;63844046458584;63844046458596;2;3;dd6f89690d
11;63844046459450;63844046459501;2;4;dd6f89690d
12;63844046461310;63844046461387;2;5;dd6f89690d
13;63844046463276;63844046463338;2;6;dd6f89690d
14;63844046464525;63844046464599;2;7;dd6f89690d
15;63844046465256;63844046465374;2;8;dd6f89690d
16;63844046468228;63844046468279;2;9;dd6f89690d
17;63844046471401;63844046471413;2;10;dd6f89690d
18;63844046485330;63844046485394;-2;11;dd6f89690d
19;63844046555772;63844046555861;3;1;dd6f89690d
20;63844046563978;63844046563992;3;2;dd6f89690d
21;63844046564042;63844046564067;3;3;dd6f89690d
22;63844046565364;63844046565415;3;4;dd6f89690d
23;63844046572201;63844046572241;3;5;dd6f89690d
24;63844046581105;63844046581166;3;6;dd6f89690d
25;63844046595608;63844046595714;3;7;dd6f89690d
26;63844046602742;63844046602818;3;8;dd6f89690d
27;63844046720828;63844046720916;4;1;dd6f89690d
28;63844046730125;63844046730125;4;2;dd6f89690d
29;63844046730125;63844046730154;4;3;dd6f89690d
30;63844046744434;63844046744470;-4;4;dd6f89690d
31;63844046851727;63844046851741;-5;1;dd6f89690d
32;63844046939305;63844046939390;6;1;dd6f89690d
33;63844046957610;63844046957681;6;2;dd6f89690d
34;63844046962266;63844046962319;6;3;dd6f89690d
35;63844046980735;63844046980775;6;4;dd6f89690d
36;63844047023370;63844047023465;7;2;dd6f89690d
37;63844047031618;63844047031700;7;3;dd6f89690d
38;63844047031729;63844047031756;7;4;dd6f89690d
39;63844047034022;63844047034048;7;5;dd6f89690d
40;63844047042051;63844047042140;7;5;dd6f89690d
41;63844047045069;63844047045111;7;6;dd6f89690d
42;63844047064406;63844047064480;7;7;dd6f89690d
43;63844047069154;63844047069244;7;8;dd6f89690d
44;63844047075761;63844047075834;7;9;dd6f89690d
45;63844047199753;63844047199792;-8;1;dd6f89690d
46;63844047201209;63844047201308;-8;2;dd6f89690d
47;63844047212570;63844047212582;9;3;dd6f89690d
48;63844047240170;63844047240259;-9;4;dd6f89690d
49;63844047249959;63844047250027;10;5;dd6f89690d
50;63844047270575;63844047270591;10;4;dd6f89690d
51;63844047272927;63844047273029;10;4;dd6f89690d
52;63844047275657;63844047275730;10;5;dd6f89690d
53;63844047290738;63844047290777;10;6;dd6f89690d
