Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63845764485456;63845764485507;0;1;839d1c9ec4
2;63845764487802;63845764487899;0;2;839d1c9ec4
3;63845764498829;63845764498939;0;3;839d1c9ec4
4;63845764528466;63845764528504;0;4;839d1c9ec4
5;63845764560898;63845764561010;1;2;839d1c9ec4
6;63845764591889;63845764591931;1;2;839d1c9ec4
7;63845764620154;63845764620265;2;3;839d1c9ec4
8;63845764623370;63845764623456;2;3;839d1c9ec4
9;63845764632488;63845764632530;2;4;839d1c9ec4
10;63845764640677;63845764640689;2;5;839d1c9ec4
11;63845764647768;63845764647836;2;6;839d1c9ec4
12;63845764657514;63845764657641;2;6;839d1c9ec4
13;63845764676631;63845764676751;2;7;839d1c9ec4
14;63845764689296;63845764689335;-2;6;839d1c9ec4
15;63845764728431;63845764728463;3;3;839d1c9ec4
16;63845764734312;63845764734356;3;4;839d1c9ec4
17;63845764749802;63845764749883;-3;3;839d1c9ec4
18;63845764765550;63845764765589;4;4;839d1c9ec4
19;63845764769956;63845764769989;4;5;839d1c9ec4
20;63845764775979;63845764776033;4;6;839d1c9ec4
21;63845764776514;63845764776552;4;7;839d1c9ec4
22;63845764787057;63845764787111;4;8;839d1c9ec4
23;63845764798809;63845764798916;4;7;839d1c9ec4
24;63845764803593;63845764803652;4;8;839d1c9ec4
25;63845764808031;63845764808111;4;9;839d1c9ec4
26;63845764810173;63845764810367;4;9;839d1c9ec4
27;63845764813980;63845764814054;4;10;839d1c9ec4
28;63845764820794;63845764820794;4;11;839d1c9ec4
29;63845764836974;63845764837162;4;8;839d1c9ec4
30;63845764845504;63845764845560;-4;9;839d1c9ec4
31;63845764869814;63845764869882;5;6;839d1c9ec4
32;63845764910408;63845764910488;6;2;839d1c9ec4
33;63845764928811;63845764928880;6;3;839d1c9ec4
34;63845764976505;63845764976572;7;2;839d1c9ec4
35;63845764986637;63845764986704;7;3;839d1c9ec4
36;63845764992849;63845764992930;-7;3;839d1c9ec4
37;63845765005745;63845765005806;8;4;839d1c9ec4
38;63845765021160;63845765021226;8;5;839d1c9ec4
39;63845765039748;63845765039913;9;5;839d1c9ec4
40;63845765044337;63845765044412;9;6;839d1c9ec4
41;63845765048312;63845765048364;9;6;839d1c9ec4
42;63845765054090;63845765054194;9;6;839d1c9ec4
43;63845765058411;63845765058496;9;7;839d1c9ec4
44;63845765090859;63845765091029;10;6;839d1c9ec4
45;63845765091586;63845765091779;10;7;839d1c9ec4
46;63845765094324;63845765094481;10;8;839d1c9ec4
47;63845765100473;63845765100569;10;8;839d1c9ec4
48;63845765105356;63845765105448;10;8;839d1c9ec4
49;63845765109066;63845765109173;10;8;839d1c9ec4
50;63845765113615;63845765113692;10;9;839d1c9ec4
51;63845765121645;63845765121751;10;8;839d1c9ec4
52;63845765127199;63845765127321;10;9;839d1c9ec4
53;63845765131300;63845765131327;10;10;839d1c9ec4
54;63845765135190;63845765135279;10;11;839d1c9ec4
55;63845765137925;63845765137952;10;12;839d1c9ec4
56;63845765142269;63845765142305;10;13;839d1c9ec4
57;63845765142878;63845765142972;10;14;839d1c9ec4
58;63845765143103;63845765143629;10;15;839d1c9ec4
59;63845765143654;63845765143771;10;16;839d1c9ec4
60;63845765145012;63845765145172;10;17;839d1c9ec4
61;63845765165584;63845765165670;-10;13;839d1c9ec4
