Blink_rate_number;Measurement_start_time;Measurement_end_time;Round_number;Blink_rate_last_minute;User_ID
1;63844036268612;63844036268640;0;1;6e4d7fa8b2
2;63844036394927;63844036394977;1;1;6e4d7fa8b2
3;63844036495407;63844036495442;2;1;6e4d7fa8b2
4;63844036495513;63844036495667;2;2;6e4d7fa8b2
5;63844036539109;63844036539109;2;3;6e4d7fa8b2
6;63844036579512;63844036579683;2;2;6e4d7fa8b2
7;63844036585911;63844036586111;2;3;6e4d7fa8b2
8;63844036663638;63844036663665;3;1;6e4d7fa8b2
9;63844036756606;63844036756657;4;1;6e4d7fa8b2
10;63844036800318;63844036800457;-4;2;6e4d7fa8b2
11;63844036852337;63844036852351;5;2;6e4d7fa8b2
12;63844036904356;63844036904393;5;2;6e4d7fa8b2
13;63844036920355;63844036920380;5;2;6e4d7fa8b2
14;63844036965880;63844036965973;-5;2;6e4d7fa8b2
15;63844036966727;63844036966855;-5;3;6e4d7fa8b2
16;63844036980948;63844036980994;6;3;6e4d7fa8b2
17;63844036997819;63844036997857;6;4;6e4d7fa8b2
18;63844037011385;63844037011502;6;5;6e4d7fa8b2
19;63844037014547;63844037014726;6;6;6e4d7fa8b2
20;63844037015289;63844037015354;6;7;6e4d7fa8b2
21;63844037015354;63844037015407;6;8;6e4d7fa8b2
22;63844037031718;63844037031743;6;7;6e4d7fa8b2
23;63844037045562;63844037045625;6;7;6e4d7fa8b2
24;63844037112314;63844037112359;7;1;6e4d7fa8b2
25;63844037209653;63844037209717;7;1;6e4d7fa8b2
26;63844037279699;63844037279978;8;1;6e4d7fa8b2
27;63844037367492;63844037367543;8;1;6e4d7fa8b2
28;63844037368727;63844037368793;8;2;6e4d7fa8b2
29;63844037369069;63844037369069;8;3;6e4d7fa8b2
30;63844037369135;63844037369160;8;4;6e4d7fa8b2
31;63844037377752;63844037377804;8;5;6e4d7fa8b2
32;63844037418051;63844037418380;8;6;6e4d7fa8b2
33;63844037430060;63844037430112;8;3;6e4d7fa8b2
34;63844037431994;63844037432096;-8;4;6e4d7fa8b2
35;63844037432631;63844037432657;-8;5;6e4d7fa8b2
36;63844037432784;63844037432837;-8;6;6e4d7fa8b2
37;63844037438162;63844037438234;-8;6;6e4d7fa8b2
38;63844037448654;63844037448727;9;7;6e4d7fa8b2
39;63844037495546;63844037495662;-9;3;6e4d7fa8b2
