Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCR_frequency_raw;User_ID
63857257894056;385289;0;100;14,3103;ddf0149910
63857257894372;385556;0;100;14,1447;ddf0149910
63857257894672;385889;0;100;13,9811;ddf0149910
63857257895038;386222;0;100;13,8193;ddf0149910
63857257895338;386556;0;100;13,6595;ddf0149910
63857257895655;386889;0;100;13,5015;ddf0149910
63857257896039;387289;0;100;15,4275;ddf0149910
63857257896355;387555;0;100;15,2491;ddf0149910
63857257896672;387889;0;100;15,0727;ddf0149910
63857257897055;388289;0;100;14,8983;ddf0149910
63857257897372;388555;0;100;14,726;ddf0149910
63857257897672;388889;0;100;14,5556;ddf0149910
63857257897988;389222;0;100;16,4695;ddf0149910
63857257898389;389622;0;100;16,279;ddf0149910
63857257898688;389889;0;100;16,0906;ddf0149910
63857257899005;390222;0;100;15,9045;ddf0149910
63857257899405;390622;0;100;15,7205;ddf0149910
63857257899738;390955;0;100;15,5387;ddf0149910
63857257900054;391289;0;100;15,3589;ddf0149910
63857257900372;391555;0;100;15,1812;ddf0149910
63857257900671;391888;0;100;15,0056;ddf0149910
63857257900988;392222;0;100;14,832;ddf0149910
63857257901388;392622;0;100;14,6605;ddf0149910
63857257901705;392888;0;100;14,4909;ddf0149910
63857257902005;393222;0;100;14,3232;ddf0149910
63857257902322;393555;0;100;14,1575;ddf0149910
63857257902705;393955;0;100;13,9938;ddf0149910
63857257903022;394221;0;100;13,8319;ddf0149910
63857257903338;394555;0;100;13,6719;ddf0149910
63857257903738;394955;0;100;13,5137;ddf0149910
63857257904039;395221;0;100;13,3574;ddf0149910
63857257904321;395555;0;100;13,2029;ddf0149910
63857257904638;395888;0;100;13,0501;ddf0149910
63857257905105;396288;0;100;12,8992;ddf0149910
63857257905404;396621;0;100;12,75;ddf0149910
63857257905722;396888;0;100;12,6025;ddf0149910
63857257906005;397221;0;100;12,4567;ddf0149910
63857257906338;397555;0;100;12,3126;ddf0149910
63857257906738;397955;0;100;12,1702;ddf0149910
63857257907038;398221;0;100;12,0294;ddf0149910
63857257907355;398555;0;100;13,9725;ddf0149910
63857257907639;398888;0;100;13,8108;ddf0149910
63857257908055;399288;0;100;13,6511;ddf0149910
63857257908371;399554;0;100;13,4931;ddf0149910
63857257908672;399888;0;100;13,3371;ddf0149910
63857257909071;400287;0;100;13,1828;ddf0149910
63857257909372;400554;0;100;13,0303;ddf0149910
63857257909689;400887;0;100;12,8795;ddf0149910
63857257910005;401221;0;100;12,7305;ddf0149910
63857257910355;401554;0;100;14,6655;ddf0149910
63857257910672;401887;0;100;16,5781;ddf0149910
63857257911055;402287;0;100;18,4686;ddf0149910
63857257911372;402554;0;100;18,255;ddf0149910
63857257911671;402887;0;100;20,126;ddf0149910
63857257912071;403287;0;100;19,8932;ddf0149910
63857257912405;403621;0;100;19,6631;ddf0149910
63857257912688;403887;0;100;19,4356;ddf0149910
63857257913005;404220;0;100;19,2108;ddf0149910
63857257913388;404620;0;100;18,9886;ddf0149910
63857257913705;404887;0;100;18,7689;ddf0149910
63857257914005;405220;0;100;18,5518;ddf0149910
63857257914321;405554;0;100;20,4194;ddf0149910
63857257914988;405954;0;100;20,1832;ddf0149910
63857257915021;406220;0;100;19,9497;ddf0149910
63857257915371;406553;0;100;19,719;ddf0149910
