Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;HR;User_ID
63857162069111;336471;0;100;72;0c8862eb19
63857162072145;339534;0;100;60;0c8862eb19
63857162074177;341603;0;100;53;0c8862eb19
63857162076678;344106;0;100;47;0c8862eb19
63857162080545;347983;0;100;40;0c8862eb19
63857162081377;348736;0;100;49;0c8862eb19
63857162081711;349063;0;100;79;0c8862eb19
63857162082077;349416;0;100;99;0c8862eb19
63857162082977;350392;0;100;91;0c8862eb19
63857162084911;352256;0;100;78;0c8862eb19
63857162088844;356279;0;100;64;0c8862eb19
63857162089977;357308;0;100;63;0c8862eb19
63857162091977;359245;0;100;56;0c8862eb19
63857162094411;361825;0;100;49;0c8862eb19
63857162096344;363728;0;100;45;0c8862eb19
63857162096727;364118;0;100;70;0c8862eb19
63857162099027;366434;0;100;60;0c8862eb19
63857162099444;366854;0;100;79;0c8862eb19
63857162100977;368304;0;100;71;0c8862eb19
63857162101361;368734;0;100;87;0c8862eb19
63857162102513;369917;0;100;79;0c8862eb19
63857162102944;370320;0;100;95;0c8862eb19
63857162103377;370744;0;100;105;0c8862eb19
63857162104380;371797;0;100;95;0c8862eb19
63857162105177;372550;0;100;92;0c8862eb19
63857162105577;372990;0;100;102;0c8862eb19
63857162106294;373687;0;100;99;0c8862eb19
63857162116844;384206;0;100;78;0c8862eb19
63857162118160;385506;0;100;71;0c8862eb19
63857162119744;387142;0;100;64;0c8862eb19
63857162121077;388469;0;100;60;0c8862eb19
63857162122077;389435;0;100;60;0c8862eb19
63857162123046;390455;0;100;60;0c8862eb19
63857162123443;390835;0;100;82;0c8862eb19
63857162124177;391582;0;100;82;0c8862eb19
63857162124577;391995;0;100;97;0c8862eb19
63857162125977;393342;0;100;85;0c8862eb19
63857162126510;393848;0;100;93;0c8862eb19
63857162126910;394338;0;100;100;0c8862eb19
63857162127410;394775;0;100;108;0c8862eb19
63857162127877;395211;0;100;115;0c8862eb19
63857162128277;395671;0;100;119;0c8862eb19
63857162128810;396191;0;100;118;0c8862eb19
63857162129510;396908;0;100;111;0c8862eb19
63857162131946;399308;0;100;92;0c8862eb19
63857162132443;399884;0;100;95;0c8862eb19
63857162135227;402621;0;100;79;0c8862eb19
63857162136443;403827;0;100;72;0c8862eb19
63857162137377;404784;0;100;71;0c8862eb19
63857162137677;405070;0;100;101;0c8862eb19
63857162138843;406190;0;100;91;0c8862eb19
63857162139744;407100;0;100;85;0c8862eb19
63857162141776;409207;0;100;73;0c8862eb19
63857162143127;410496;0;100;67;0c8862eb19
63857162143776;411207;0;100;71;0c8862eb19
63857162146194;413570;0;100;61;0c8862eb19
63857162147010;414373;0;100;64;0c8862eb19
63857162147410;414766;0;100;84;0c8862eb19
63857162148143;415563;0;100;82;0c8862eb19
63857162148609;415989;0;100;96;0c8862eb19
63857162149510;416859;0;100;90;0c8862eb19
63857162151943;419319;0;100;75;0c8862eb19
63857162153477;420872;0;100;67;0c8862eb19
63857162154110;421526;0;100;73;0c8862eb19
63857162154593;421952;0;100;88;0c8862eb19
63857162155143;422529;0;100;92;0c8862eb19
63857162156043;423425;0;100;87;0c8862eb19
63857162156543;423925;0;100;94;0c8862eb19
63857162156943;424315;0;100;108;0c8862eb19
63857162158376;425742;0;100;94;0c8862eb19
63857162159610;427005;0;100;84;0c8862eb19
63857162161910;429291;0;100;71;0c8862eb19
63857162163543;430898;0;100;64;0c8862eb19
