Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCL_Raw;User_ID
63856649635709;473060;0;100;-19249,4;229f4576b9
63856649635709;473060;0;100;-19249,8;229f4576b9
63856649635791;473127;0;100;-19250,2;229f4576b9
63856649635908;473260;0;100;-19251;229f4576b9
63856649635908;473260;0;100;-19250,4;229f4576b9
63856649635991;473327;0;100;-19251;229f4576b9
63856649636108;473460;0;100;-19251,6;229f4576b9
63856649636108;473460;0;100;-19252;229f4576b9
63856649636225;473527;0;100;-19252,4;229f4576b9
63856649636308;473660;0;100;-19253,6;229f4576b9
63856649636308;473660;0;100;-19254;229f4576b9
63856649636408;473727;0;100;-19254,2;229f4576b9
63856649636541;473860;0;100;-19253,8;229f4576b9
63856649636541;473860;0;100;-19255;229f4576b9
63856649636608;473927;0;100;-19255,8;229f4576b9
63856649636725;474060;0;100;-19255,6;229f4576b9
63856649636725;474060;0;100;-19255,6;229f4576b9
63856649636841;474127;0;100;-19255,4;229f4576b9
63856649636924;474260;0;100;-19256,4;229f4576b9
63856649636924;474260;0;100;-19256,2;229f4576b9
63856649637008;474327;0;100;-19256,8;229f4576b9
63856649637157;474460;0;100;-19256,8;229f4576b9
63856649637157;474460;0;100;-19256,8;229f4576b9
63856649637241;474593;0;100;-19256,6;229f4576b9
63856649637241;474593;0;100;-19256,2;229f4576b9
63856649637307;474660;0;100;-19256,6;229f4576b9
63856649637425;474793;0;100;-19256;229f4576b9
63856649637425;474793;0;100;-19256;229f4576b9
63856649637541;474860;0;100;-19255,8;229f4576b9
63856649637666;474993;0;100;-19255,4;229f4576b9
63856649637666;474993;0;100;-19255,6;229f4576b9
63856649637741;475060;0;100;-19255,2;229f4576b9
63856649637825;475193;0;100;-19255;229f4576b9
63856649637825;475193;0;100;-19255,6;229f4576b9
63856649637941;475260;0;100;-19255,4;229f4576b9
63856649638024;475393;0;100;-19256;229f4576b9
63856649638024;475393;0;100;-19255,6;229f4576b9
63856649638141;475460;0;100;-19255,8;229f4576b9
63856649638241;475593;0;100;-19256;229f4576b9
63856649638241;475593;0;100;-19256;229f4576b9
63856649638324;475660;0;100;-19256,6;229f4576b9
63856649638441;475793;0;100;-19256,8;229f4576b9
63856649638441;475793;0;100;-19256,8;229f4576b9
63856649638525;475860;0;100;-19257,2;229f4576b9
63856649638641;475993;0;100;-19257;229f4576b9
63856649638641;475993;0;100;-19258;229f4576b9
63856649638758;476060;0;100;-19258,2;229f4576b9
63856649638841;476193;0;100;-19258,2;229f4576b9
63856649638841;476193;0;100;-19258,4;229f4576b9
63856649638941;476260;0;100;-19258,8;229f4576b9
63856649639074;476393;0;100;-19259,8;229f4576b9
63856649639074;476393;0;100;-19259;229f4576b9
63856649639141;476460;0;100;-19259,2;229f4576b9
63856649639258;476593;0;100;-19259,4;229f4576b9
63856649639258;476593;0;100;-19258,8;229f4576b9
63856649639341;476660;0;100;-19259;229f4576b9
63856649639458;476793;0;100;-19260;229f4576b9
63856649639458;476793;0;100;-19259,6;229f4576b9
63856649639574;476927;0;100;-19259;229f4576b9
63856649639574;476927;0;100;-19259,4;229f4576b9
63856649639642;476993;0;100;-19259,2;229f4576b9
63856649639775;477126;0;100;-19259,2;229f4576b9
63856649639775;477126;0;100;-19258,6;229f4576b9
63856649639858;477193;0;100;-19259;229f4576b9
63856649639974;477326;0;100;-19259,2;229f4576b9
63856649639974;477326;0;100;-19258,4;229f4576b9
63856649640058;477393;0;100;-19258,6;229f4576b9
63856649640159;477526;0;100;-19259;229f4576b9
63856649640159;477526;0;100;-19258,8;229f4576b9
63856649640274;477593;0;100;-19258,8;229f4576b9
63856649640358;477726;0;100;-19259;229f4576b9
63856649640358;477726;0;100;-19259;229f4576b9
63856649640475;477793;0;100;-19259;229f4576b9
63856649640558;477926;0;100;-19259;229f4576b9
63856649640558;477926;0;100;-19259,4;229f4576b9
63856649640674;477993;0;100;-19259,2;229f4576b9
63856649640792;478126;0;100;-19259,8;229f4576b9
63856649640792;478126;0;100;-19259,8;229f4576b9
63856649640908;478193;0;100;-19259,2;229f4576b9
63856649640975;478326;0;100;-19259,8;229f4576b9
63856649640975;478326;0;100;-19260;229f4576b9
63856649641108;478393;0;100;-19260,8;229f4576b9
63856649641174;478526;0;100;-19260,8;229f4576b9
63856649641174;478526;0;100;-19261,4;229f4576b9
63856649641292;478593;0;100;-19261,6;229f4576b9
63856649641375;478726;0;100;-19261,2;229f4576b9
63856649641375;478726;0;100;-19260,8;229f4576b9
63856649641491;478793;0;100;-19261;229f4576b9
63856649641574;478926;0;100;-19260,8;229f4576b9
63856649641574;478926;0;100;-19261,4;229f4576b9
63856649641691;479060;0;100;-19261,2;229f4576b9
63856649641691;479060;0;100;-19261,4;229f4576b9
63856649641798;479126;0;100;-19261;229f4576b9
63856649641874;479260;0;100;-19261;229f4576b9
63856649641874;479260;0;100;-19261,8;229f4576b9
63856649642007;479326;0;100;-19261,8;229f4576b9
63856649642125;479459;0;100;-19262;229f4576b9
63856649642125;479459;0;100;-19261,2;229f4576b9
63856649642191;479526;0;100;-19261,2;229f4576b9
63856649642308;479660;0;100;-19262;229f4576b9
63856649642308;479660;0;100;-19262,2;229f4576b9
63856649642391;479726;0;100;-19262,8;229f4576b9
63856649642507;479860;0;100;-19262,6;229f4576b9
63856649642507;479860;0;100;-19262;229f4576b9
63856649642625;479926;0;100;-19262;229f4576b9
63856649642691;480059;0;100;-19262;229f4576b9
63856649642691;480059;0;100;-19262,4;229f4576b9
63856649642807;480126;0;100;-19262,8;229f4576b9
63856649642925;480259;0;100;-19262,6;229f4576b9
63856649642925;480259;0;100;-19262,8;229f4576b9
63856649643008;480326;0;100;-19263;229f4576b9
63856649643123;480459;0;100;-19263,2;229f4576b9
63856649643123;480459;0;100;-19263,4;229f4576b9
63856649643208;480526;0;100;-19264,2;229f4576b9
63856649643307;480659;0;100;-19263;229f4576b9
63856649643307;480659;0;100;-19263,2;229f4576b9
63856649643441;480726;0;100;-19263,6;229f4576b9
63856649643508;480859;0;100;-19263,8;229f4576b9
63856649643508;480859;0;100;-19263,6;229f4576b9
63856649643623;480993;0;100;-19264;229f4576b9
63856649643623;480993;0;100;-19263,2;229f4576b9
63856649643708;481059;0;100;-19263,6;229f4576b9
63856649643824;481193;0;100;-19263,8;229f4576b9
63856649643824;481193;0;100;-19263,4;229f4576b9
63856649643908;481259;0;100;-19263,6;229f4576b9
63856649644023;481393;0;100;-19263,8;229f4576b9
63856649644023;481393;0;100;-19263,2;229f4576b9
63856649644141;481459;0;100;-19263;229f4576b9
63856649644225;481593;0;100;-19263,6;229f4576b9
63856649644225;481593;0;100;-19263,4;229f4576b9
63856649644333;481659;0;100;-19263,2;229f4576b9
63856649644441;481793;0;100;-19264,2;229f4576b9
63856649644441;481793;0;100;-19263,2;229f4576b9
63856649644524;481859;0;100;-19263,2;229f4576b9
63856649644641;481993;0;100;-19263,2;229f4576b9
63856649644641;481993;0;100;-19263,8;229f4576b9
63856649644724;482059;0;100;-19264;229f4576b9
63856649644841;482193;0;100;-19264,6;229f4576b9
63856649644841;482193;0;100;-19264,8;229f4576b9
63856649644924;482259;0;100;-19264,8;229f4576b9
63856649645041;482393;0;100;-19265;229f4576b9
63856649645041;482393;0;100;-19264,2;229f4576b9
63856649645141;482459;0;100;-19264,4;229f4576b9
63856649645265;482593;0;100;-19265,4;229f4576b9
63856649645265;482593;0;100;-19265,2;229f4576b9
63856649645341;482659;0;100;-19265,6;229f4576b9
63856649645458;482793;0;100;-19266;229f4576b9
63856649645458;482793;0;100;-19265,8;229f4576b9
63856649645541;482859;0;100;-19265,8;229f4576b9
63856649645657;482993;0;100;-19266;229f4576b9
63856649645657;482993;0;100;-19266;229f4576b9
63856649645741;483059;0;100;-19266,4;229f4576b9
63856649645841;483193;0;100;-19266,4;229f4576b9
63856649645841;483193;0;100;-19266,4;229f4576b9
63856649645974;483326;0;100;-19266,4;229f4576b9
63856649645974;483326;0;100;-19266,8;229f4576b9
63856649646041;483393;0;100;-19266,8;229f4576b9
63856649646158;483526;0;100;-19267,4;229f4576b9
63856649646158;483526;0;100;-19267,2;229f4576b9
63856649646274;483592;0;100;-19267,4;229f4576b9
63856649646358;483726;0;100;-19268;229f4576b9
63856649646358;483726;0;100;-19269;229f4576b9
63856649646474;483793;0;100;-19269;229f4576b9
63856649646557;483926;0;100;-19270,4;229f4576b9
63856649646557;483926;0;100;-19271,8;229f4576b9
63856649646674;483993;0;100;-19272;229f4576b9
63856649646774;484126;0;100;-19273;229f4576b9
63856649646774;484126;0;100;-19274,2;229f4576b9
63856649646907;484192;0;100;-19275,4;229f4576b9
63856649646975;484326;0;100;-19276,6;229f4576b9
63856649646975;484326;0;100;-19277,6;229f4576b9
63856649647058;484393;0;100;-19278,4;229f4576b9
63856649647174;484526;0;100;-19278,8;229f4576b9
63856649647174;484526;0;100;-19278,6;229f4576b9
63856649647291;484592;0;100;-19279;229f4576b9
63856649647375;484726;0;100;-19279;229f4576b9
63856649647375;484726;0;100;-19279;229f4576b9
63856649647474;484792;0;100;-19279;229f4576b9
63856649647608;484926;0;100;-19279;229f4576b9
63856649647608;484926;0;100;-19278,8;229f4576b9
63856649647674;484992;0;100;-19278,6;229f4576b9
63856649647791;485126;0;100;-19278,2;229f4576b9
63856649647791;485126;0;100;-19278,2;229f4576b9
63856649647873;485259;0;100;-19278;229f4576b9
63856649647873;485259;0;100;-19277,4;229f4576b9
63856649647991;485326;0;100;-19276,8;229f4576b9
63856649648107;485459;0;100;-19276,2;229f4576b9
63856649648107;485459;0;100;-19276;229f4576b9
63856649648191;485526;0;100;-19276;229f4576b9
63856649648308;485659;0;100;-19275,2;229f4576b9
63856649648308;485659;0;100;-19274,8;229f4576b9
63856649648407;485726;0;100;-19274,6;229f4576b9
63856649648491;485859;0;100;-19274;229f4576b9
63856649648491;485859;0;100;-19274,2;229f4576b9
63856649648607;485926;0;100;-19273,8;229f4576b9
63856649648691;486059;0;100;-19273,8;229f4576b9
63856649648691;486059;0;100;-19273;229f4576b9
63856649648807;486126;0;100;-19273;229f4576b9
63856649648891;486259;0;100;-19273;229f4576b9
63856649648891;486259;0;100;-19272;229f4576b9
63856649649007;486326;0;100;-19272;229f4576b9
63856649649123;486459;0;100;-19272,8;229f4576b9
63856649649123;486459;0;100;-19271,6;229f4576b9
63856649649208;486525;0;100;-19271,2;229f4576b9
63856649649307;486659;0;100;-19270,6;229f4576b9
63856649649307;486659;0;100;-19270,6;229f4576b9
63856649649441;486726;0;100;-19270,8;229f4576b9
63856649649508;486859;0;100;-19270,6;229f4576b9
63856649649508;486859;0;100;-19270;229f4576b9
63856649649641;486926;0;100;-19270;229f4576b9
63856649649708;487059;0;100;-19269,6;229f4576b9
63856649649708;487059;0;100;-19269,4;229f4576b9
63856649649825;487125;0;100;-19269,8;229f4576b9
63856649649908;487259;0;100;-19269,8;229f4576b9
63856649649908;487259;0;100;-19269,8;229f4576b9
63856649650023;487325;0;100;-19269,6;229f4576b9
63856649650141;487459;0;100;-19270;229f4576b9
63856649650141;487459;0;100;-19269,4;229f4576b9
63856649650241;487592;0;100;-19269,2;229f4576b9
63856649650241;487592;0;100;-19269,2;229f4576b9
63856649650333;487659;0;100;-19269;229f4576b9
63856649650407;487792;0;100;-19268,8;229f4576b9
63856649650407;487792;0;100;-19268,6;229f4576b9
63856649650524;487859;0;100;-19268,6;229f4576b9
63856649650674;487992;0;100;-19268,2;229f4576b9
63856649650674;487992;0;100;-19269,2;229f4576b9
63856649650724;488059;0;100;-19268,4;229f4576b9
63856649650841;488192;0;100;-19268,8;229f4576b9
63856649650841;488192;0;100;-19269;229f4576b9
63856649650924;488259;0;100;-19269;229f4576b9
63856649651041;488392;0;100;-19269;229f4576b9
63856649651041;488392;0;100;-19268,6;229f4576b9
63856649651141;488459;0;100;-19269;229f4576b9
63856649651223;488592;0;100;-19269,4;229f4576b9
63856649651223;488592;0;100;-19268,8;229f4576b9
63856649651341;488659;0;100;-19268,8;229f4576b9
63856649651425;488792;0;100;-19269;229f4576b9
63856649651425;488792;0;100;-19269,6;229f4576b9
63856649651541;488859;0;100;-19269;229f4576b9
63856649651657;488992;0;100;-19270;229f4576b9
63856649651657;488992;0;100;-19269,8;229f4576b9
63856649651741;489059;0;100;-19270,8;229f4576b9
63856649651841;489192;0;100;-19272,4;229f4576b9
63856649651841;489192;0;100;-19274,4;229f4576b9
63856649651973;489259;0;100;-19276,8;229f4576b9
63856649652041;489392;0;100;-19279;229f4576b9
63856649652041;489392;0;100;-19281,8;229f4576b9
