Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;IBI;User_ID
63856829586634;444855;0;100;1410;a453d61137
63856829587216;445468;0;100;600;a453d61137
63856829587916;446215;0;100;740;a453d61137
63856829588149;446438;0;100;220;a453d61137
63856829589116;447371;0;100;920;a453d61137
63856829589666;447898;0;100;520;a453d61137
63856829590366;448655;0;100;750;a453d61137
63856829590649;448981;0;100;320;a453d61137
63856829593632;451918;0;100;2900;a453d61137
63856829595649;453918;0;100;1980;a453d61137
63856829597015;455291;0;100;1360;a453d61137
63856829597915;456187;0;100;880;a453d61137
63856829598316;456590;0;100;400;a453d61137
63856829598649;456947;0;100;350;a453d61137
63856829599049;457337;0;100;390;a453d61137
63856829599649;457950;0;100;600;a453d61137
63856829600399;458690;0;100;730;a453d61137
63856829601382;459683;0;100;980;a453d61137
63856829601615;459893;0;100;210;a453d61137
63856829602732;461023;0;100;1120;a453d61137
63856829604132;462377;0;100;1330;a453d61137
63856829604983;463256;0;100;870;a453d61137
63856829606482;464736;0;100;1460;a453d61137
63856829607916;466153;0;100;1400;a453d61137
63856829609232;467463;0;100;1300;a453d61137
63856829609932;468249;0;100;770;a453d61137
63856829610949;469226;0;100;970;a453d61137
63856829615949;474229;0;100;4940;a453d61137
63856829620715;478978;0;100;4690;a453d61137
63856829621215;479468;0;100;480;a453d61137
63856829622032;480292;0;100;820;a453d61137
63856829623148;481461;0;100;1150;a453d61137
63856829624448;482711;0;100;1230;a453d61137
63856829625798;484111;0;100;1390;a453d61137
63856829627815;485971;0;100;1830;a453d61137
63856829630148;488414;0;100;2420;a453d61137
63856829633515;491774;0;100;3310;a453d61137
63856829639231;497437;0;100;5600;a453d61137
63856829640748;498976;0;100;1520;a453d61137
63856829642282;500539;0;100;1540;a453d61137
63856829643281;501563;0;100;1010;a453d61137
63856829644415;502653;0;100;1080;a453d61137
63856829644682;502853;0;100;200;a453d61137
63856829645314;503559;0;100;690;a453d61137
63856829646365;504596;0;100;1030;a453d61137
63856829647765;506012;0;100;1400;a453d61137
63856829648381;506695;0;100;670;a453d61137
63856829648982;507235;0;100;530;a453d61137
63856829649482;507725;0;100;490;a453d61137
63856829649882;508145;0;100;410;a453d61137
63856829652631;510872;0;100;2690;a453d61137
63856829654347;512612;0;100;1720;a453d61137
63856829654664;512938;0;100;330;a453d61137
63856829656481;514755;0;100;1790;a453d61137
63856829657115;515348;0;100;580;a453d61137
63856829657615;515905;0;100;560;a453d61137
63856829659181;517428;0;100;1500;a453d61137
63856829660031;518261;0;100;820;a453d61137
63856829660498;518778;0;100;510;a453d61137
63856829661314;519621;0;100;840;a453d61137
63856829662564;520818;0;100;1180;a453d61137
63856829663464;521697;0;100;860;a453d61137
63856829664081;522367;0;100;670;a453d61137
63856829665781;524077;0;100;1690;a453d61137
63856829667648;525857;0;100;1750;a453d61137
63856829669331;527667;0;100;1790;a453d61137
63856829670181;528410;0;100;730;a453d61137
63856829670964;529224;0;100;810;a453d61137
63856829671897;530190;0;100;950;a453d61137
63856829672298;530533;0;100;340;a453d61137
63856829673814;532076;1;100;1520;a453d61137
63856829674647;532886;1;100;800;a453d61137
63856829675064;533329;1;100;440;a453d61137
63856829677597;535893;1;100;2530;a453d61137
63856829678181;536446;1;100;550;a453d61137
63856829679897;538169;1;100;1700;a453d61137
63856829680830;539096;1;100;920;a453d61137
63856829681114;539452;1;100;350;a453d61137
63856829681931;540202;1;100;740;a453d61137
63856829683330;541569;1;100;1350;a453d61137
63856829684148;542372;1;100;790;a453d61137
63856829685981;544259;1;100;1870;a453d61137
63856829687514;545722;1;100;1440;a453d61137
63856829688097;546412;1;100;680;a453d61137
63856829688914;547225;1;100;810;a453d61137
63856829689814;548105;1;100;860;a453d61137
63856829707149;565373;1;100;17060;a453d61137
63856829709482;567729;1;100;2320;a453d61137
63856829711713;569999;1;100;2240;a453d61137
63856829713280;571553;1;100;1540;a453d61137
63856829714081;572366;1;100;800;a453d61137
63856829717047;575262;1;100;2860;a453d61137
63856829717741;576032;1;100;760;a453d61137
63856829720180;578472;1;100;2410;a453d61137
63856829726680;584904;1;100;6350;a453d61137
63856829728821;587091;1;100;2160;a453d61137
63856829730864;589131;1;100;2020;a453d61137
63856829732682;590967;1;100;1810;a453d61137
63856829733708;591960;-1;100;980;a453d61137
63856829734413;592697;-1;100;730;a453d61137
63856829734929;593174;-1;100;470;a453d61137
63856829735947;594220;-1;100;1030;a453d61137
63856829737044;595337;-1;100;1100;a453d61137
63856829738581;596800;-1;100;1450;a453d61137
63856829738984;597280;-1;100;470;a453d61137
63856829739885;598220;-1;100;930;a453d61137
63856829741411;599729;-1;100;1490;a453d61137
63856829742216;600473;-1;100;740;a453d61137
63856829743846;602139;-1;100;1640;a453d61137
63856829744680;602903;-1;100;760;a453d61137
63856829745160;603499;-1;100;590;a453d61137
63856829746115;604389;-1;100;870;a453d61137
63856829747112;605412;-1;100;1010;a453d61137
63856829747813;606109;-1;100;690;a453d61137
63856829748319;606645;-1;100;530;a453d61137
63856829749027;607295;-1;100;640;a453d61137
63856829749646;607959;-1;100;660;a453d61137
63856829750352;608605;-1;100;640;a453d61137
63856829750880;609172;-1;100;560;a453d61137
63856829751176;609419;-1;100;240;a453d61137
63856829751696;610005;-1;100;580;a453d61137
63856829752278;610475;-1;100;460;a453d61137
63856829752815;611102;-1;100;620;a453d61137
63856829752909;611188;-1;100;90;a453d61137
63856829753204;611438;-1;100;240;a453d61137
63856829753409;611718;-1;100;280;a453d61137
63856829753812;612152;-1;100;430;a453d61137
63856829754151;612472;-1;100;320;a453d61137
63856829754346;612685;-1;100;210;a453d61137
63856829754680;612952;-1;100;260;a453d61137
63856829754850;613182;-1;100;230;a453d61137
63856829755278;613605;-1;100;410;a453d61137
63856829755680;613935;-1;100;330;a453d61137
63856829755879;614125;-1;100;190;a453d61137
63856829756513;614775;-1;100;640;a453d61137
63856829757150;615428;-1;100;640;a453d61137
63856829757740;616061;-1;100;630;a453d61137
63856829760182;618481;-1;100;2390;a453d61137
63856829761011;619244;-1;100;750;a453d61137
63856829761812;620048;-1;100;800;a453d61137
63856829762452;620717;-1;100;660;a453d61137
63856829763546;621797;-1;100;1060;a453d61137
63856829763818;622154;-1;100;360;a453d61137
63856829764713;622957;-1;100;790;a453d61137
63856829764983;623294;-1;100;330;a453d61137
63856829765426;623667;-1;100;370;a453d61137
63856829766746;624773;-1;100;1090;a453d61137
63856829769413;627704;2;100;2900;a453d61137
63856829771542;629826;2;100;2090;a453d61137
63856829772147;630440;2;100;610;a453d61137
63856829773845;632100;2;100;1640;a453d61137
63856829775045;633366;2;100;1250;a453d61137
63856829775549;633883;2;100;510;a453d61137
63856829776079;634363;2;100;470;a453d61137
63856829776780;635019;2;100;650;a453d61137
63856829777818;636123;2;100;1090;a453d61137
63856829779480;637702;2;100;1560;a453d61137
63856829780513;638736;2;100;1020;a453d61137
63856829780913;639176;2;100;430;a453d61137
63856829781796;640115;2;100;930;a453d61137
63856829782925;641165;2;100;1040;a453d61137
63856829783246;641512;2;100;340;a453d61137
63856829784646;642752;2;100;1220;a453d61137
63856829785046;643302;2;100;550;a453d61137
63856829785452;643732;2;100;420;a453d61137
63856829788770;647015;2;100;3250;a453d61137
63856829789329;647598;2;100;570;a453d61137
63856829790370;648635;2;100;1020;a453d61137
63856829790918;649228;2;100;590;a453d61137
63856829793479;651754;2;100;2500;a453d61137
63856829794349;652651;2;100;880;a453d61137
63856829795017;653311;2;100;650;a453d61137
63856829796212;654527;2;100;1200;a453d61137
63856829796978;655217;2;100;680;a453d61137
63856829798948;657204;2;100;1970;a453d61137
63856829799775;658094;2;100;880;a453d61137
63856829800878;659184;2;100;1070;a453d61137
63856829801812;660110;2;100;920;a453d61137
63856829806118;664393;2;100;4230;a453d61137
63856829808762;667063;2;100;2630;a453d61137
63856829810362;668606;2;100;1530;a453d61137
63856829811146;669483;2;100;860;a453d61137
