Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;IBI;User_ID
63845150708232;2397564;0;100;1580;4e8ae8d588
63845150709898;2398484;0;100;330;4e8ae8d588
63845150709899;2399057;0;100;560;4e8ae8d588
63845150710898;2400180;0;100;1110;4e8ae8d588
63845150712065;2401344;0;100;1150;4e8ae8d588
63845150713765;2402823;0;100;1460;4e8ae8d588
63845150714931;2404197;0;100;1360;4e8ae8d588
63845150716265;2405423;0;100;1210;4e8ae8d588
63845150717398;2406706;0;100;1270;4e8ae8d588
63845150718131;2407436;0;100;720;4e8ae8d588
63845150719431;2408796;0;100;1340;4e8ae8d588
63845150719965;2409236;0;100;440;4e8ae8d588
63845150720965;2410109;0;100;860;4e8ae8d588
63845150721898;2411176;0;100;1050;4e8ae8d588
63845150726364;2415659;0;100;4430;4e8ae8d588
63845150731164;2420502;0;100;4790;4e8ae8d588
63845150731764;2421102;0;100;590;4e8ae8d588
63845150733064;2422362;0;100;1240;4e8ae8d588
63845150733798;2423135;0;100;770;4e8ae8d588
63845150739298;2428607;0;100;5400;4e8ae8d588
63845150740731;2430017;0;100;1390;4e8ae8d588
63845150741698;2431027;0;100;1000;4e8ae8d588
63845150743298;2432574;0;100;1530;4e8ae8d588
63845150744998;2434300;0;100;1700;4e8ae8d588
63845150745364;2434624;0;100;320;4e8ae8d588
63845150745897;2435170;0;100;540;4e8ae8d588
63845150746931;2436204;0;100;1020;4e8ae8d588
63845150749197;2438470;0;100;2240;4e8ae8d588
63845150750931;2440273;0;100;1780;4e8ae8d588
63845150752864;2442156;0;100;1860;4e8ae8d588
63845150753664;2442940;0;100;780;4e8ae8d588
63845150756231;2445546;0;100;2570;4e8ae8d588
63845150757031;2446299;0;100;740;4e8ae8d588
63845150758264;2447586;0;100;1280;4e8ae8d588
63845150759997;2449262;0;100;1650;4e8ae8d588
63845150762130;2451455;0;100;2170;4e8ae8d588
63845150763397;2452725;0;100;1250;4e8ae8d588
63845150764297;2453288;0;100;560;4e8ae8d588
